cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	Concepticon_Gloss	Concepticon_ID	concept_url
the Salang-Sigule list	1132-1135	euchí	NA	mooi <unsp.>	beautiful (persons) [ID_1132]; beautiful (male) [ID_1133]; beautiful (fem.) [ID_1134]; beautiful (things) [ID_1135]	elok [ID_1132]; tampan [ID_1133]; cantik [ID_1134]; indah, bagus [ID_1135]	716	735	783	FALSE										NA	NA	NA
the Salang-Sigule list	1136-1138	achau chau	NA	lelijk <unsp.>	ugly (persons) [ID_1136]; ugly (male) [ID_1137]; ugly (female) [ID_1138]	buruk, jelek [ID_1136]; buruk, jelek [ID_1137]; buruk, jelek [ID_1138]	717	736	784	FALSE										UGLY	1548	https://concepticon.clld.org/parameters/1548
the Salang-Sigule list	1142	jadachoe euchi	NA	leeg	empty	kosong	719	737	787	FALSE										EMPTY	1624	https://concepticon.clld.org/parameters/1624
the Salang-Sigule list	1143	afeunoeh	NA	vol	full	penuh	720	738	788	TRUE										FULL	1429	https://concepticon.clld.org/parameters/1429
the Salang-Sigule list	1146/1147	tagoh	NA	vast <unsp.>	tightly bound [ID_1146]; tightly fitting [ID_1147]	terikat [ID_1146]; kencang, erat [ID_1147]	723	740	791	FALSE										NA	NA	NA
the Salang-Sigule list	1148/1149	jadeu tagoh	NA	los <unsp.>	loose [ID_1148]; loosely fitting [ID_1149]	lepas [ID_1148]; longgar, kendur [ID_1149]	724	741	792	FALSE										LOOSE	2506	https://concepticon.clld.org/parameters/2506
the Salang-Sigule list	1150	atoea	NA	oud	old	tua	725	742	793	TRUE										OLD	1229	https://concepticon.clld.org/parameters/1229
the Salang-Sigule list	1152	afoejoe	NA	jong	young	muda	726	743	795	FALSE										YOUNG	1207	https://concepticon.clld.org/parameters/1207
the Salang-Sigule list	1153	afa-i	NA	nieuw	new	baru	727	744	796	TRUE										NEW	1231	https://concepticon.clld.org/parameters/1231
the Salang-Sigule list	1154	miskin	NA	arm	poor	miskin	728	745	797	FALSE										POOR	1674	https://concepticon.clld.org/parameters/1674
the Salang-Sigule list	1155	kajò	NA	welvarend	wealthy	kaya	729	746	798	FALSE										RICH	712	https://concepticon.clld.org/parameters/712
the Salang-Sigule list	1156	achala	NA	moe	tired	lelah	-	747	799	FALSE										TIRED	1757	https://concepticon.clld.org/parameters/1757
the Salang-Sigule list	1159	bòdò'	NA	dom	dumb	bodoh	732	750	802	FALSE										DUMB	1492	https://concepticon.clld.org/parameters/1492
the Salang-Sigule list	1160	pinter	NA	knap	clever	pandai	733	751	803	FALSE										CLEVER	1310	https://concepticon.clld.org/parameters/1310
the Salang-Sigule list	1161	ami	NA	zoet	sweet	manis	737	755	804	FALSE										SWEET	717	https://concepticon.clld.org/parameters/717
the Salang-Sigule list	1162	a-ahi	NA	zuur	sour	kecut, masam	738	756	805	FALSE										SOUR	1906	https://concepticon.clld.org/parameters/1906
the Salang-Sigule list	1163	afetoh	NA	bitter	bitter	pahit	739	757	806	FALSE										BITTER	887	https://concepticon.clld.org/parameters/887
the Salang-Sigule list	1166	a-ahí	NA	zout, ziltig (bijvnw)	salty	asin	741	759	808	FALSE										SALTY	1091	https://concepticon.clld.org/parameters/1091
the Salang-Sigule list	1167	afoe-i	NA	wit	white	putih	742	760	809	TRUE										WHITE	1335	https://concepticon.clld.org/parameters/1335
the Salang-Sigule list	1168	aiteu	NA	zwart	black	hitam	743	761	810	TRUE										BLACK	163	https://concepticon.clld.org/parameters/163
the Salang-Sigule list	1169	afala	NA	rood	red	merah	744	762	811	TRUE										RED	156	https://concepticon.clld.org/parameters/156
the Salang-Sigule list	1171	koening	NA	geel	yellow	kuning	746	764	813	TRUE										YELLOW	1424	https://concepticon.clld.org/parameters/1424
the Salang-Sigule list	1173	idjau	NA	groen	green	hijau	748	766	815	TRUE										GREEN	1425	https://concepticon.clld.org/parameters/1425
the Salang-Sigule list	1174	mangofei	NA	zoeken	to look for	mencari	749	767	816	FALSE										LOOK FOR	1468	https://concepticon.clld.org/parameters/1468
the Salang-Sigule list	1175	niboechoe	NA	vinden	to find	menemukan	750	768	817	FALSE										FIND	719	https://concepticon.clld.org/parameters/719
the Salang-Sigule list	1176	nifi-i	NA	geven	to give	memberikan	751	769	818	TRUE	give									GIVE	1447	https://concepticon.clld.org/parameters/1447
the Salang-Sigule list	1179	nibêngkê	NA	nemen	to take	mengambil	752	770	821	FALSE										TAKE	1749	https://concepticon.clld.org/parameters/1749
the Salang-Sigule list	1180	nida-oe	NA	halen	to get	pergi mengambil	755	773	822	FALSE										GET	694	https://concepticon.clld.org/parameters/694
the Salang-Sigule list	1193	nilaufih	NA	kennen	to know	tahu, mengetahui kenal	753	771	835	TRUE	know, to									KNOW	3626	https://concepticon.clld.org/parameters/3626
the Salang-Sigule list	1194	píkír	NA	denken	to think	berpikir	150	155	836	TRUE	think, to									THINK	2271	https://concepticon.clld.org/parameters/2271
the Salang-Sigule list	1195	oe liah	NA	weten	to know	tahu, mengetahui	151	156	837	TRUE	know, to									KNOW (SOMETHING)	1410	https://concepticon.clld.org/parameters/1410
the Salang-Sigule list	1196	enoegu	NA	zich herinneren	to remember	mengingat, mengenang	152	157	838	FALSE										REMEMBER	707	https://concepticon.clld.org/parameters/707
the Salang-Sigule list	1197	aliemboeh	NA	vergeten zijn	to have forgotten something	lupa	153	158	839	FALSE										FORGET	1523	https://concepticon.clld.org/parameters/1523
the Salang-Sigule list	1198	moekìr	NA	ontkennen	to deny	menyangkal	154	159	840	FALSE										DENY	755	https://concepticon.clld.org/parameters/755
the Salang-Sigule list	1199	mêmbacha fa ha	NA	bekennen	to confess	mengaku	155	160	841	FALSE										ADMIT	2022	https://concepticon.clld.org/parameters/2022
the Salang-Sigule list	1200	èleu lênggeuh	NA	zwijgen	to be silent	diam	156	161	842	FALSE										BE SILENT	48	https://concepticon.clld.org/parameters/48
the Salang-Sigule list	1201	kòmè kòmè	NA	prevelen	to mumble	komat-kamit	157	162	-	FALSE										MUMBLE	128	https://concepticon.clld.org/parameters/128
the Salang-Sigule list	1202	goeali	NA	spreken	to speak	berbicara	132	134	843	TRUE	speak									SPEAK	1623	https://concepticon.clld.org/parameters/1623
the Salang-Sigule list	1203	nanga nanga	NA	zingen	to sing	bernyanyi	146	151	844	TRUE	sing									SING	1261	https://concepticon.clld.org/parameters/1261
the Salang-Sigule list	1206	fêndoe eu	NA	roepen	to call	memanggil	147	152	847	FALSE										CALL	1084	https://concepticon.clld.org/parameters/1084
the Salang-Sigule list	1208	dò-i	NA	kunnen	to be able to	dapat, sanggup	754	772	849	FALSE										BE ABLE	972	https://concepticon.clld.org/parameters/972
the Salang-Sigule list	1210	goemaha	NA	werken	to work	bekerja	756	774	851	TRUE	work									WORK (ACTIVITY)	1086	https://concepticon.clld.org/parameters/1086
the Salang-Sigule list	1211	níóha	NA	dragen (op de schouder)	to shoulder	memikul	130	132	852	FALSE										CARRY ON SHOULDER	413	https://concepticon.clld.org/parameters/413
the Salang-Sigule list	1212	nioehoen	NA	dragen (op het hoofd)	to carry on the head	menjunjung (di atas kepala)	130	132	852	FALSE		originally: menjujung (typo).								CARRY ON HEAD	414	https://concepticon.clld.org/parameters/414
the Salang-Sigule list	1213	níchêmbi	NA	dragen (aan de hangende hand)	to carry something hanging from the hand	menjinjing	130	132	852	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1214	níawi	NA	dragen (op de heup)	to carry on the hip	menggendong, mendukung	130	132	852	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1215	ní inkìp	NA	dragen (onder de oksel)	to carry under the arm	mengepit	-	132	852	FALSE										CARRY UNDER ARM	415	https://concepticon.clld.org/parameters/415
the Salang-Sigule list	1216	nilachoep	NA	dragen (in de hand)	to carry in the hand	membawa (menggenggam)	-	132	852	FALSE										CARRY IN HAND	412	https://concepticon.clld.org/parameters/412
the Salang-Sigule list	1216	nigêngkêm	NA	dragen (in de hand)	to carry in the hand	membawa (menggenggam)	-	132	852	FALSE										CARRY IN HAND	412	https://concepticon.clld.org/parameters/412
the Salang-Sigule list	1220	nítítí	NA	dragen (op de rug)	to carry on the back	memikul (di punggung)	130	132	-	FALSE										CARRY ON BACK	465	https://concepticon.clld.org/parameters/465
the Salang-Sigule list	1221	níandeu'	NA	dragen (voor de buik)	to carry in front of oneself	menggendong di muka (memeluk)	130	132	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1222	niè-nèngi	NA	waken	to wake, to watch	berjaga (dgn. sengaja tidak tidur)	757	775	853	FALSE										WAKE UP	1602	https://concepticon.clld.org/parameters/1602
the Salang-Sigule list	1225	nicheu cheu	NA	loeren	to spy	mengintai	758	776	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1227	nilòngòh	NA	horen	to hear	mendengar	-	777	856	TRUE	hear									HEAR	1408	https://concepticon.clld.org/parameters/1408
the Salang-Sigule list	1228	ni ilah	NA	zien	to see	melihat	-	778	857	TRUE										SEE	1409	https://concepticon.clld.org/parameters/1409
the Salang-Sigule list	1229	niagoh	NA	ruiken	to smell	mencium	-	779	858	TRUE	smell									SMELL (PERCEIVE)	1586	https://concepticon.clld.org/parameters/1586
the Salang-Sigule list	1233	nísíochan	NA	slurpen	to slurp	menghirup	-	780	862	FALSE										CONSUME (DRINK OR EAT)	2787	https://concepticon.clld.org/parameters/2787
the Salang-Sigule list	1234	nioesêngan	NA	snuiten	to blow the nose	membuang ingus	-	781	-	FALSE										BLOW (WITH NOSE)	2679	https://concepticon.clld.org/parameters/2679
the Salang-Sigule list	1237	niagó	NA	snuiven	to sniff	mengendus	-	782	-	FALSE										SNIFF	375	https://concepticon.clld.org/parameters/375
the Salang-Sigule list	1238	kasìh	NA	liefhebben (iemd.)	to love	mencintai, mengasihi	158	163	865	FALSE										LOVE	923	https://concepticon.clld.org/parameters/923
the Salang-Sigule list	1239	bangsi	NA	haten	to hate	benci	159	164	-	FALSE										HATE	1607	https://concepticon.clld.org/parameters/1607
the Salang-Sigule list	1242	mangandeu	NA	wensen	to wish	mengharapkan	772	798	-	FALSE										DESIRE	2117	https://concepticon.clld.org/parameters/2117
the Salang-Sigule list	1245	niboe-a-i	NA	openen	to open	membuka	760	784	868	FALSE										OPEN	1156	https://concepticon.clld.org/parameters/1156
the Salang-Sigule list	1246	nilengkop	NA	dicht doen	to close	menutup	761	785	869	FALSE										SHUT	1046	https://concepticon.clld.org/parameters/1046
the Salang-Sigule list	1251	euna	NA	raken	to hit, to touch	mengenai, menyentuh	763	787	874	TRUE	hit									HIT	1433	https://concepticon.clld.org/parameters/1433
the Salang-Sigule list	1253-1255	abéta	NA	breken <unsp.>	to break (a stick) [ID_1253]; to break (a rope) [ID_1254]; to shatter [ID_1255]	mematahkan (tongkat) [ID_1253]; memutuskan (tali) [ID_1254]; memecahkan [ID_1255]	764	788	876	FALSE										NA	NA	NA
the Salang-Sigule list	1259	nifieu-eu	NA	knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze									SQUEEZE	1414	https://concepticon.clld.org/parameters/1414
the Salang-Sigule list	1260/1261	nialoenèn	NA	beginnen <unsp.>	to begin (tr.) [ID_1260]; to begin (intr.) [ID_1261]	mulai (tr.) [ID_1260]; mulai (intr.) [ID_1261]	765	790	879	FALSE										START	3449	https://concepticon.clld.org/parameters/3449
the Salang-Sigule list	1262/1263	mèta-on	NA	eindigen <unsp.>	to finish (tr.) [ID_1262]; to finish (intr.) [ID_1263]	menyudahi (tr.) [ID_1262]; berhenti, selesai (intr.) [ID_1263]	766	791	880	FALSE										CEASE OR FINISH	2115	https://concepticon.clld.org/parameters/2115
the Salang-Sigule list	1264	niboeboeh	NA	binden (op allerlei wijzen)	to bind, to tie	mengikat	767	792	881	TRUE	tie									TIE	1917	https://concepticon.clld.org/parameters/1917
the Salang-Sigule list	1265	siempên	NA	verbergen (iets)	to hide (something to hide)	menyembunyikan (sesuatu)	768	793	882	FALSE										HIDE (CONCEAL)	602	https://concepticon.clld.org/parameters/602
the Salang-Sigule list	1267	imêq	NA	vragen	to ask	bertanya	148	153	884	FALSE										ASK (INQUIRE)	1309	https://concepticon.clld.org/parameters/1309
the Salang-Sigule list	1268	manima	NA	antwoorden	to answer	menjawab	149	154	885	FALSE										ANSWER	1275	https://concepticon.clld.org/parameters/1275
the Salang-Sigule list	1269	nimêq	NA	vragen om iets	to ask for	meminta	769	794	886	FALSE										ASK (REQUEST)	1828	https://concepticon.clld.org/parameters/1828
the Salang-Sigule list	1272	doestò	NA	liegen	to tell lies	berdusta	-	797	889	FALSE										LIE (MISLEAD)	601	https://concepticon.clld.org/parameters/601
the Salang-Sigule list	1276	nitoetoeng	NA	verbranden (overg.)	to burn (tr.)	membakar (tr.)	759	783	893	TRUE	burn									BURN (SOMETHING)	141	https://concepticon.clld.org/parameters/141
the Salang-Sigule list	1277	atoetoeng	NA	branden (onoverg.)	to burn (intr.)	sedang terbakar (intr.)	759	783	894	TRUE	burn									BURNING	1428	https://concepticon.clld.org/parameters/1428
the Salang-Sigule list	1278	lêmbang²	NA	graven	to dig	menggali	773	799	895	TRUE	dig									DIG	1418	https://concepticon.clld.org/parameters/1418
the Salang-Sigule list	1284	lêntoe	19	aankomen	to arrive	tiba	674	688	901	FALSE							(more accurately : until)			ARRIVE	1387	https://concepticon.clld.org/parameters/1387
the Salang-Sigule list	1286	moefaneu	NA	vertrekken	to depart	berangkat	675	690	903	FALSE										LEAVE	1752	https://concepticon.clld.org/parameters/1752
the Salang-Sigule list	1291	ni-êntó'	NA	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit									STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
the Salang-Sigule list	1291	babòh	NA	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit									STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
the Salang-Sigule list	1293	mé-a	20	een	one	satu	870	885	909	TRUE			mé-a	people						ONE	1493	https://concepticon.clld.org/parameters/1493
the Salang-Sigule list	1293	ala	20	een	one	satu	870	885	909	TRUE			ala	animals						ONE	1493	https://concepticon.clld.org/parameters/1493
the Salang-Sigule list	1293	amba	20	een	one	satu	870	885	909	TRUE			amba	objects						ONE	1493	https://concepticon.clld.org/parameters/1493
the Salang-Sigule list	1294	daloea	21	twee	two	dua	871	886	910	TRUE			daloea	people						TWO	1498	https://concepticon.clld.org/parameters/1498
the Salang-Sigule list	1294	doea	21	twee	two	dua	871	886	910	TRUE			doea	animals						TWO	1498	https://concepticon.clld.org/parameters/1498
the Salang-Sigule list	1294	doemba	21	twee	two	dua	871	886	910	TRUE			doemba	objects						TWO	1498	https://concepticon.clld.org/parameters/1498
the Salang-Sigule list	1295	dateuloe	22	drie	three	tiga	872	887	911	TRUE			dateuloe	people						THREE	492	https://concepticon.clld.org/parameters/492
the Salang-Sigule list	1295	teuloe	22	drie	three	tiga	872	887	911	TRUE			teuloe	animals						THREE	492	https://concepticon.clld.org/parameters/492
the Salang-Sigule list	1295	teungafa	22	drie	three	tiga	872	887	911	TRUE			teungafa	objects						THREE	492	https://concepticon.clld.org/parameters/492
the Salang-Sigule list	1296	da eufa	23	vier	four	empat	873	888	912	TRUE		enpat (typo)	da eufa	people						FOUR	1500	https://concepticon.clld.org/parameters/1500
the Salang-Sigule list	1296	eufa nga écha	23	vier	four	empat	873	888	912	TRUE		enpat (typo)	eufa nga écha	animals						FOUR	1500	https://concepticon.clld.org/parameters/1500
the Salang-Sigule list	1296	eufamba	23	vier	four	empat	873	888	912	TRUE		enpat (typo)	eufamba	objects						FOUR	1500	https://concepticon.clld.org/parameters/1500
the Salang-Sigule list	1297	dalima	24	vijf	five	lima	874	889	913	TRUE			dalima	people						FIVE	493	https://concepticon.clld.org/parameters/493
the Salang-Sigule list	1297	lima nga echa	24	vijf	five	lima	874	889	913	TRUE			lima nga echa	animals						FIVE	493	https://concepticon.clld.org/parameters/493
the Salang-Sigule list	1297	limamba	24	vijf	five	lima	874	889	913	TRUE			limamba	objects						FIVE	493	https://concepticon.clld.org/parameters/493
the Salang-Sigule list	1298	da euneu (êneu)	25	zes	six	enam	875	890	914	TRUE			da euneu (êneu)	people						SIX	1703	https://concepticon.clld.org/parameters/1703
the Salang-Sigule list	1298	òneu nga echa	25	zes	six	enam	875	890	914	TRUE			òneu nga echa	animals						SIX	1703	https://concepticon.clld.org/parameters/1703
the Salang-Sigule list	1298	euneu ngafa	25	zes	six	enam	875	890	914	TRUE			euneu ngafa	objects						SIX	1703	https://concepticon.clld.org/parameters/1703
the Salang-Sigule list	1299	dafitoe	26	zeven	seven	tujuh	876	891	915	TRUE			dafitoe	people						SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Salang-Sigule list	1299	fitoe nga echa	26	zeven	seven	tujuh	876	891	915	TRUE			fitoe nga echa	animals						SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Salang-Sigule list	1299	fitoe ngafa	26	zeven	seven	tujuh	876	891	915	TRUE			fitoe ngafa	objects						SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Salang-Sigule list	1300	da òloe	27	acht	eight	delapan	877	892	916	TRUE			da òloe	people						EIGHT	1705	https://concepticon.clld.org/parameters/1705
the Salang-Sigule list	1300	òloe nga écha	27	acht	eight	delapan	877	892	916	TRUE			òloe nga écha	animals						EIGHT	1705	https://concepticon.clld.org/parameters/1705
the Salang-Sigule list	1300	òloe ngafa	27	acht	eight	delapan	877	892	916	TRUE			òloe ngafa	objects						EIGHT	1705	https://concepticon.clld.org/parameters/1705
the Salang-Sigule list	1301	da siwa	28	negen	nine	sembilan	878	893	917	TRUE			da siwa	people						NINE	1483	https://concepticon.clld.org/parameters/1483
the Salang-Sigule list	1301	sioe-wa nga eche	28	negen	nine	sembilan	878	893	917	TRUE			sioe-wa nga eche	animals						NINE	1483	https://concepticon.clld.org/parameters/1483
the Salang-Sigule list	1301	siwamba ngafa	28	negen	nine	sembilan	878	893	917	TRUE			siwamba ngafa	objects						NINE	1483	https://concepticon.clld.org/parameters/1483
the Salang-Sigule list	1302	da foeloe	29	tien	ten	sepuluh	879	894	918	TRUE			da foeloe	people						TEN	1515	https://concepticon.clld.org/parameters/1515
the Salang-Sigule list	1302	hoeloe nga écha	29	tien	ten	sepuluh	879	894	918	TRUE			hoeloe nga écha	animals						TEN	1515	https://concepticon.clld.org/parameters/1515
the Salang-Sigule list	1302	foeloe ngafa	29	tien	ten	sepuluh	879	894	918	TRUE			foeloe ngafa	objects						TEN	1515	https://concepticon.clld.org/parameters/1515
the Salang-Sigule list	1303	félé(fèlè)ala	30	elf	eleven	sebelas	880	895	919	TRUE			félé(fèlè)ala	people						ELEVEN	1706	https://concepticon.clld.org/parameters/1706
the Salang-Sigule list	1303	félé ala nga écha	30	elf	eleven	sebelas	880	895	919	TRUE			félé ala nga écha	animals						ELEVEN	1706	https://concepticon.clld.org/parameters/1706
the Salang-Sigule list	1303	félé ala	30	elf	eleven	sebelas	880	895	919	TRUE			félé ala	objects						ELEVEN	1706	https://concepticon.clld.org/parameters/1706
the Salang-Sigule list	1304	félé doea	31	twaalf	twelve	dua belas	881	896	920	TRUE			félé doea	people						TWELVE	1707	https://concepticon.clld.org/parameters/1707
the Salang-Sigule list	1304	félé doea nga écha	31	twaalf	twelve	dua belas	881	896	920	TRUE			félé doea nga écha	animals						TWELVE	1707	https://concepticon.clld.org/parameters/1707
the Salang-Sigule list	1304	félé doea	31	twaalf	twelve	dua belas	881	896	920	TRUE			félé doea	objects						TWELVE	1707	https://concepticon.clld.org/parameters/1707
the Salang-Sigule list	1305	félé deuloe	32	dertien	thirteen	tiga belas	882	897	921	FALSE			félé deuloe	people						THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
the Salang-Sigule list	1305	félé deuloe nga écha	32	dertien	thirteen	tiga belas	882	897	921	FALSE			félé deuloe nga écha	animals						THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
the Salang-Sigule list	1305	félé deulo	32	dertien	thirteen	tiga belas	882	897	921	FALSE			félé deulo	objects						THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
the Salang-Sigule list	1310	félé òloe	33	achttien	eighteen	delapan belas	887	898	-	FALSE			félé òloe	people						EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
the Salang-Sigule list	1310	félé òloe nga écha	33	achttien	eighteen	delapan belas	887	898	-	FALSE			félé òloe nga écha	animals						EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
the Salang-Sigule list	1310	félé oloe	33	achttien	eighteen	delapan belas	887	898	-	FALSE			félé oloe	objects						EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
the Salang-Sigule list	1311	félé siwa	34	negentien	nineteen	sembilan belas	888	899	922	FALSE			félé siwa	people						NINETEEN	1714	https://concepticon.clld.org/parameters/1714
the Salang-Sigule list	1311	félé siwa nga écha	34	negentien	nineteen	sembilan belas	888	899	922	FALSE			félé siwa nga écha	animals						NINETEEN	1714	https://concepticon.clld.org/parameters/1714
the Salang-Sigule list	1311	félé siwa	34	negentien	nineteen	sembilan belas	888	899	922	FALSE			félé siwa	objects						NINETEEN	1714	https://concepticon.clld.org/parameters/1714
the Salang-Sigule list	1312	dòfoeloe	35	twintig	twenty	dua puluh	889	900	923	TRUE			dòfoeloe	people						TWENTY	1710	https://concepticon.clld.org/parameters/1710
the Salang-Sigule list	1312	dofoeloe nga écha	35	twintig	twenty	dua puluh	889	900	923	TRUE			dofoeloe nga écha	animals						TWENTY	1710	https://concepticon.clld.org/parameters/1710
the Salang-Sigule list	1312	dòfoeloe	35	twintig	twenty	dua puluh	889	900	923	TRUE			dòfoeloe	objects						TWENTY	1710	https://concepticon.clld.org/parameters/1710
the Salang-Sigule list	1313	mé-a	20	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE			mé-a	people						TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
the Salang-Sigule list	1313	ala	20	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE			ala	animals						TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
the Salang-Sigule list	1313	amba	20	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE			amba	objects						TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
the Salang-Sigule list	1315	dalima	24	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE			dalima	people						TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
the Salang-Sigule list	1315	lima nga echa	24	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE			lima nga echa	animals						TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
the Salang-Sigule list	1315	limamba	24	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE			limamba	objects						TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
the Salang-Sigule list	1316	teuloe nga foeloe	36	dertig	thirty	tiga puluh	892	903	925	FALSE			teuloe nga foeloe	people						THIRTY	1715	https://concepticon.clld.org/parameters/1715
the Salang-Sigule list	1316	têloe nga foeloe	36	dertig	thirty	tiga puluh	892	903	925	FALSE			têloe nga foeloe	animals						THIRTY	1715	https://concepticon.clld.org/parameters/1715
the Salang-Sigule list	1316	teuloe nga foeloe	36	dertig	thirty	tiga puluh	892	903	925	FALSE			teuloe nga foeloe	objects						THIRTY	1715	https://concepticon.clld.org/parameters/1715
the Salang-Sigule list	1317	eufa foeloe	37	veertig	fourty	empat puluh	893	904	926	FALSE			eufa foeloe	people						FORTY	1716	https://concepticon.clld.org/parameters/1716
the Salang-Sigule list	1317	eufa foeloe	37	veertig	fourty	empat puluh	893	904	926	FALSE			eufa foeloe	animals						FORTY	1716	https://concepticon.clld.org/parameters/1716
the Salang-Sigule list	1317	eufa foeloe	37	veertig	fourty	empat puluh	893	904	926	FALSE			eufa foeloe	objects						FORTY	1716	https://concepticon.clld.org/parameters/1716
the Salang-Sigule list	1318	lima foeloe	38	vijftig	fifty	lima puluh	894	905	927	FALSE			lima foeloe	people						FIFTY	1717	https://concepticon.clld.org/parameters/1717
the Salang-Sigule list	1318	lima foeloe	38	vijftig	fifty	lima puluh	894	905	927	FALSE			lima foeloe	animals						FIFTY	1717	https://concepticon.clld.org/parameters/1717
the Salang-Sigule list	1318	lima foeloe	38	vijftig	fifty	lima puluh	894	905	927	FALSE			lima foeloe	objects						FIFTY	1717	https://concepticon.clld.org/parameters/1717
the Salang-Sigule list	1319	euneu nga foeloe	39	zestig	sixty	enam puluh	895	906	928	FALSE			euneu nga foeloe	people						SIXTY	1718	https://concepticon.clld.org/parameters/1718
the Salang-Sigule list	1319	euneu nga foeloe	39	zestig	sixty	enam puluh	895	906	928	FALSE			euneu nga foeloe	animals						SIXTY	1718	https://concepticon.clld.org/parameters/1718
the Salang-Sigule list	1319	euneu nga foeloe	39	zestig	sixty	enam puluh	895	906	928	FALSE			euneu nga foeloe	objects						SIXTY	1718	https://concepticon.clld.org/parameters/1718
the Salang-Sigule list	1323	oetoe	40	honderd	hundred	seratus	896	907	932	TRUE			oetoe	people						HUNDRED	1634	https://concepticon.clld.org/parameters/1634
the Salang-Sigule list	1323	oetoe nga echa	40	honderd	hundred	seratus	896	907	932	TRUE			oetoe nga echa	animals						HUNDRED	1634	https://concepticon.clld.org/parameters/1634
the Salang-Sigule list	1323	oetoe	40	honderd	hundred	seratus	896	907	932	TRUE			oetoe	objects						HUNDRED	1634	https://concepticon.clld.org/parameters/1634
the Salang-Sigule list	1324	lífoe	41	duizend	thousand	seribu	897	908	933	TRUE			lífoe	people						THOUSAND	1843	https://concepticon.clld.org/parameters/1843
the Salang-Sigule list	1324	lífoe	41	duizend	thousand	seribu	897	908	933	TRUE			lífoe	animals						THOUSAND	1843	https://concepticon.clld.org/parameters/1843
the Salang-Sigule list	1324	lífoe	41	duizend	thousand	seribu	897	908	933	TRUE			lífoe	objects						THOUSAND	1843	https://concepticon.clld.org/parameters/1843
the Salang-Sigule list	1325	salaksò	42	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE			salaksò	people						TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
the Salang-Sigule list	1325	salaksò	42	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE			salaksò	animals						TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
the Salang-Sigule list	1325	salaksò	42	tienduizend	ten thousand	sepuluh ribu	898	909	934	FALSE			salaksò	objects						TEN THOUSAND	2078	https://concepticon.clld.org/parameters/2078
the Salang-Sigule list	1326	feufeu/sêparo	NA	een half	a half	setengah	899	910	935	FALSE										HALF	816	https://concepticon.clld.org/parameters/816
the Salang-Sigule list	1326	matoenga	NA	een half	a half	setengah	899	910	935	FALSE										HALF	816	https://concepticon.clld.org/parameters/816
the Salang-Sigule list	1327	ehin	NA	een kwart	a quarter	seperempat	900	911	936	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1328	achoelí	NA	eenmaal	once	sekali	901	912	937	FALSE										ONE TIME	374	https://concepticon.clld.org/parameters/374
the Salang-Sigule list	1329	dòhoelí	NA	tweemaal	twice	dua kali	902	913	938	FALSE										TWICE	1546	https://concepticon.clld.org/parameters/1546
